id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm115888,Revolt of the Zombies,MOVIE,"The story is set in Cambodia in the years following WWI. Evil Count Mazovia (Roy D'Arcy) has come into possession of the secret methods by which men can be transformed into walking zombies and uses these unholy powers to create a race of slave laborers. An expedition is sent to the ruins of Angkor Wat, in hopes of ending Mazovia's activities once and for all. Unfortunately, Armand (Dean Jagger), one of the members of the expedition, has his own agenda.",1936,,65,['horror'],['US'],,tt0028174,3.4,1693.0,2.739,3.3
tm64510,Tulsa,MOVIE,"It's Tulsa, Oklahoma at the start of the oil boom and Cherokee Lansing's rancher father is killed in a fight with the Tanner Oil Company. Cherokee plans revenge by bringing in her own wells with the help of oil expert Brad Brady and childhood friend Jim Redbird. When the oil and the money start gushing in, both Brad and Jim want to protect the land but Cherokee has different ideas. What started out as revenge for her father's death has turned into an obsession for wealth and power.",1949,,90,"['drama', 'western', 'romance', 'action']",['US'],,tt0041994,6.2,1197.0,2.557,6.1
tm61710,Africa Screams,MOVIE,"When bookseller Buzz cons Diana into thinking that his friend Stanley knows all there is to know about Africa, they are abducted and ordered to lead Diana and her henchmen to an African tribe in search of a fortune in jewels.",1949,,140,"['comedy', 'action']",['US'],,tt0041098,6.0,3776.0,4.447,6.2
tm4000,Bluebeard,MOVIE,Young female models are being strangled. Will law enforcement be able to stop the crime wave before more women become victims?,1944,,71,"['crime', 'horror', 'thriller']",['US'],,tt0036653,5.9,1892.0,2.089,5.8
tm17323,Captain Kidd,MOVIE,"This unhistorical account of pirate Captain Kidd revolves around treasure and treachery. In 1699, William Kidd, presenting himself as an honest shipmaster, dupes King William III into backing his mission to fight pirates, with a crew of condemned pirates and the promise of pardon.",1945,,90,"['drama', 'history']",['US'],,tt0037576,6.3,1757.0,4.113,6.1
tm14979,Nazi Concentration Camps,MOVIE,"Produced and presented as evidence at the Nuremberg war crimes trial of Hermann Göring and twenty other Nazi leaders, this film consists primarily of dead and surviving prisoners and of facilities used to kill and torture during the World War II.",1945,,59,"['documentation', 'history']",['US'],,tt0247568,8.3,1437.0,4.812,7.8
tm147,A Fool There Was,MOVIE,"John Schuyler, a happily married lawyer, is appointed diplomat and sent to England; But, due to an unfortunate accident, his wife and child can not come along with him. On the ship to England, Schuyler meets the notorious Vampire-- A relentless gold-digger who causes the moral degradation of those she seduces, first fascinating and then draining the very life from her victims.",1915,,67,['drama'],['US'],,tt0005339,5.7,920.0,1.5,5.3
tm113731,Come and Get It,MOVIE,"An ambitious lumberjack abandons his saloon girl lover so that he can marry into wealth, but years later becomes infatuated with the woman's daughter.",1936,,99,"['romance', 'drama']",['US'],,tt0027459,6.9,2094.0,2.138,6.7
tm75528,Tarzan of the Apes,MOVIE,"A female ape takes to mothering the orphaned boy (Tarzan) and raises him over the course of many years until a rescue mission is finally launched and the search party combs the jungle for the long-time missing Lord Greystoke. But then, one of the search members, Jane Porter, gets separated from the group and comes face to face with fearsome wild animals. Tarzan saves her from harm just in the knick of time and love begins to blossom.",1918,,60,['action'],['US'],,tt0009682,5.8,819.0,1.849,5.1
tm59440,Riders of the Whistling Pines,MOVIE,"While trailing Forest Ranger Charles Carter, who is suspected of permitting lumber man Henry Mitchell to cut restricted timber, Gene fires at a dangerous mountain lion and apparently kills Carter. Actually, Bill Wright, Mitchell's associate, killed Carter because the ranger had discovered tussock moth infestation in the forest, and if the infestation was not reported, the trees would die and have to be cut, thereby profiting Mitchell and Wright. In order to compensate the best he can, Gene sells his sportsman's camp and gives the money to Carter's daughter Helen . En route to Texas, Gene discovers the infestation and is assigned by the Forest Department to supervise the program of spraying the area with DDT from the air. After the first day of spraying, the DDT is blamed by furious stock men for the many animals found dead of poisoning.",1949,,70,"['western', 'music', 'action']",['US'],,tt0041809,5.7,208.0,0.6,5.0
tm116645,The Woman of the Town,MOVIE,"Originally, producer Harry Sherman's Woman of the Town was slated for Paramount release, but that studio was overloaded with product, so the film was deferred to United Artists. Nonetheless, the finished product has the ""look"" of a Paramount, right down to the presence of character actor Albert Dekker in a leading role. Dekker plays Bat Masterson, who after failing to secure a job as a newspaper reporter becomes marshal of Dodge City. Preferring socializing to peacekeeping, Masterson falls in love with Dora Hand (Claire Trevor), the obligatory golden-hearted chorus girl whose concern for the welfare of her fellow citizens at time reaches Madonna-like dimensions. When Dora is shot down cattle baron King Kennedy (Barry Sullivan), Masterson begins taking his job seriously. After taking care of Kennedy, Masterson determines to enshrine the memory of Dora, whose efforts to clean up Dodge City were largely ignored by the ""decent"" townsfolk.",1943,,90,"['western', 'romance', 'action']",['US'],,tt0037470,6.1,183.0,0.963,6.0
tm82159,Bowery at Midnight,MOVIE,Soup kitchen operator and criminologist Bela Lugosi operates a soup kitchen as a front for a criminal gang who commit a series of robberies and murders.,1942,,61,"['horror', 'crime', 'thriller']",['US'],,tt0034546,5.3,1113.0,3.302,5.4
tm91623,Dressed to Kill,MOVIE,"A convicted thief in Dartmoor prison hides the location of the stolen Bank of England printing plates inside three music boxes. When the innocent purchasers of the boxes start to be murdered, Holmes and Watson investigate.",1946,,72,['crime'],['US'],,tt0038494,6.8,6050.0,5.978,6.6
tm115641,Little Lord Fauntleroy,MOVIE,"An American boy turns out to be the heir of a wealthy British earl. He is sent to live with the irritable and unsentimental aristocrat, his grandfather.",1936,,102,"['drama', 'family']",['US'],,tt0027893,7.2,2132.0,5.27,6.9
tm106886,The Last of the Mohicans,MOVIE,"As Alice and Cora Munro attempt to find their father, a British officer in the French and Indian War, they are set upon by French soldiers and their cohorts, Huron tribesmen led by the evil Magua. Fighting to rescue the women are Chingachgook and his son Uncas, the last of the Mohican tribe, and their white ally, the frontiersman Natty Bumppo, known as Hawkeye.",1920,,73,"['drama', 'romance', 'war', 'action']",['US'],,tt0011387,6.7,1275.0,2.591,6.4
tm105675,Sex,MOVIE,"Adrienne, the queen of the Frivolity Theater, is a self-centered vamp who steals other women's husbands. Her current conquest is Phillip Overman, and when Overman's wife pleads with the vamp to free her husband, Adrienne turns a deaf ear. Daisy, a chorine, is shocked by her colleague's callousness, but Adrienne asserts that she is only being practical. When she meets Pittsburgh millionaire Dave Wallace, Adrienne falls in love and casts Overman aside. Soon after their marriage, Adrienne learns that her husband is having an affair with Daisy, who is now the reigning queen of Broadway. She pleads with Daisy to release her husband, who responds by repeating the philosophy that Adrienne had given her. Despondently boarding a boat bound for Europe, Adrienne sees the Overmans, who are now happily reunited, and realizes the shallowness of her life.",1920,,87,"['drama', 'crime']",['US'],,tt0322220,5.9,309.0,0.982,6.1
tm10223,The Iron Mask,MOVIE,"King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for revolution, and has him sent off to Spain to be raised in secret to ensure a peaceful future for France. Alas, keeping the secret means sending Constance, lover of D'Artagnan, off to a convent. D'Artagnan hears of this and rallies the Musketeers in a bid to rescue her. Unfortunately, Richelieu out-smarts the Musketeers and banishes them forever.",1929,,103,"['action', 'drama', 'history', 'romance']",['US'],,tt0020030,7.0,1272.0,2.273,6.9
tm127645,The Black Pirate,MOVIE,"A nobleman vows to avenge the death of his father at the hands of pirates. To this end he infiltrates the pirate band. Acting in character he is instrumental in the capture of a ship, but things are complicated when he finds that there is a young woman on board whom he wishes to protect from the threat of rape.",1926,,94,"['drama', 'action']",['US'],,tt0016654,7.1,1892.0,4.019,6.9
tm53734,Air Eagles,MOVIE,"Two former WWI aces from opposite sides, Bill Ramsey and Otto Shumann, in the best tradition of Eddie Rickenbacker and the Red Baron, barnstorm their way across the Poverty Row skies of middle-America while competing for daredevil honors and the favors of the lovely Eve.",1931,,72,"['romance', 'drama', 'action', 'crime']",['US'],,tt0021591,4.8,63.0,1.341,
tm5761,Enchantment,MOVIE,"Roland Dane finally retires to the house he was brought up in. Lost in thoughts of his lost love Lark, he does not want to be disturbed in his last days. However, the appearance of his niece and her subsequent romance with Lark's nephew causes him to reevaluate his life and offer some advice so the young couple doesn't make the same mistake he did, all those years ago.",1948,,100,"['romance', 'drama']",['US'],,tt0040321,7.2,1199.0,2.231,6.5
tm78612,Spooks Run Wild,MOVIE,A group of delinquents on their way to summer camp get stuck in a haunted house.,1941,,65,"['horror', 'comedy']",['US'],,tt0034224,5.4,1700.0,1.515,5.1
tm64369,"Swing High, Swing Low",MOVIE,"In Panama, Maggie King meets soldier Skid Johnson on his last day in the army and reluctantly agrees to a date to celebrate. The two become involved in a nightclub brawl which causes Maggie to miss her ship back to the States. Now stranded, she's forced to move in with Skid and his pal Harry. She soon falls in love with Skid. Skid gets a job playing the trumpet at a local club and becomes a big success. Fame and fortune go to his head which eventually destroys his relationship Maggie and his career.",1937,,92,"['drama', 'music', 'romance', 'comedy']",['US'],,tt0029626,6.2,755.0,2.363,5.0
tm89501,Scared to Death,MOVIE,"A woman is married to the son of a doctor, the proprietor of a private sanatorium, where she is under unwilling treatment. Both the son and the doctor indicate they want the marriage dissolved. Arriving at the scene is a mysterious personage identified as the doctor's brother who formerly was a stage magician in Europe. He is accompanied by a threatening dwarf...",1947,,65,"['thriller', 'horror']",['US'],,tt0039800,4.0,1605.0,1.372,4.2
tm154,Alice in Wonderland,MOVIE,Alice goes with her sister to a picnic and then she falls asleep and starts dreaming about a wonderland full of talking animals and walking playing cards.,1915,,59,"['fantasy', 'family']",['US'],,tt0004873,6.2,510.0,2.531,5.7
tm3491,The Animal Kingdom,MOVIE,"Tom Collier has had a great relationship with Daisy, but when he decides to marry, it is not Daisy whom he asks, it is Cecelia. After the marriage, Tom is bored with the social scene and the obligations of his life. He publishes books that will sell, not books that he wants to write. Even worse, he has his old friend working as a butler and Cecelia wants him fired. When Tom tries to get back together with Daisy to renew the feelings that he once felt, Daisy turns the tables on him and leaves to protect both of them.  Remade in 1946 as One More Tomorrow.",1932,,85,"['drama', 'comedy', 'romance']",['US'],,tt0022628,6.4,1121.0,2.532,6.3
tm7350,Glorifying the American Girl,MOVIE,"A young woman, who wants to be in the Follies, is making ends meet by working at a department store's sheet music department, where she sings the latest hits. She is accompanied on piano by her childhood boyfriend, who is in love with her, despite her single-minded interest in her career. When a vaudeville performer asks her to join him as his new partner, she sees it as an opportunity to make her dream come true. Upon arriving in New York City, our heroine finds out that her new partner is only interested in sleeping with her and makes this a condition of making her a star. Soon, however, she is discovered by a representative of Ziegfeld.",1929,,95,"['music', 'comedy', 'drama']",['US'],,tt0019933,5.8,717.0,2.303,5.7
tm115793,Lady of Burlesque,MOVIE,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",1943,,91,"['romance', 'comedy', 'music']",['US'],,tt0036094,6.3,2397.0,3.87,5.4
tm134133,Tarzan the Fearless,MOVIE,"Mary Brooks' father, who has been studying ancient tribes, falls into the hands of ""the people of Zar, god of the Emerald Fingers."" Tarzan helps Mary locate her father, rescues everyone from the High Priest of Zar, and takes Mary to his cave.",1933,PG,228,"['action', 'romance', 'family']",['US'],,tt0024645,4.9,711.0,1.795,3.6
tm162999,The Gorilla,MOVIE,"When an escaped circus gorilla appears to have gone on a murderous rampage, a threatened attorney calls on the detective trio of Garrity, Harrigan and Mullivan to act as bodyguards.  In short order, we discover that there is more to the attorney than meets the eye, and the ape may be innocent after all.  When a pretty young heiress faces peril, it's up to our heroic trio to save the day.",1939,,68,"['thriller', 'comedy', 'horror']",['US'],,tt0031387,4.8,1458.0,2.64,4.9
tm116740,Why We Fight: The Nazis Strike,MOVIE,The second film of Frank Capra's Why We Fight propaganda film series. It introduces Germany as a nation whose aggressive ambitions began in 1863 with Otto von Bismarck and the Nazis as its latest incarnation.,1943,,42,"['war', 'documentation', 'history']",['US'],,tt11100536,7.0,770.0,2.635,6.8
tm107305,Gung Ho!,MOVIE,"A true-life epic that revolves around an exclusive bataillon of the U.S. Marine Corps during World War II, ""Carlson's Raiders,"" whose assignment is to take control of a South Pacific island once possessed by the United States but now under Japanese command.",1943,,88,"['drama', 'war', 'history']",['US'],,tt0035958,6.0,1441.0,3.528,5.0
tm164439,Hop-a-long Cassidy,MOVIE,"An evil ranch foreman tries to provoke a range war by playing two cattlemen against each other while helping a gang to rustle the cattle. Each cattleman blames the other for missing cattle. With the help of Bill Cassidy (Hop-along, because of an earlier bullet wound) and Johnny Nelson, the warring cattlemen join forces to do in the outlaws.",1935,,60,"['western', 'action', 'drama']",['US'],,tt0026493,6.8,349.0,0.621,5.0
tm4237,The Cheat,MOVIE,"A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.",1915,,59,"['drama', 'romance']",['US'],,tt0005078,6.5,2549.0,3.611,6.0
tm64700,Three Came Home,MOVIE,"Borneo, 1941, during World War II. When the Japanese occupy the island, American writer Agnes Newton Keith is separated from her husband and imprisoned with her son in a prison camp run by the enigmatic Colonel Suga.",1950,,106,"['drama', 'war']",['US'],,tt0043041,7.3,1871.0,2.421,6.8
tm110834,Yellowstone,MOVIE,Murder mystery set in Yellowstone National Park.,1936,,63,"['drama', 'crime', 'romance', 'action']",['US'],,tt0028523,5.3,142.0,2.729,5.0
tm101797,Blue Steel,MOVIE,"When Sheriff Jake sees a man at the safe and then finds the payroll gone, he trails him. Just as he is about to arrest him, the man saves his life. Still suspicious, he joins up with the man and later they learn that Melgrove, the towns leading citizen, is trying to take over the area's ranches by having his gang stop all incoming supply wagons. With the ranchers about to sell to Melgrove, the two newcomers say they will bring in provisions.",1934,,59,"['western', 'drama', 'action']",['US'],,tt0024902,5.3,1586.0,4.457,4.9
tm161889,Nancy Drew... Reporter,MOVIE,"While participating in a contest at a local newspaper in which school children are asked to submit a news story, local attorney Carson Drew's daughter Nancy intercepts a real story assignment. She ""covers"" the inquest of the death of a woman who was poisoned. Nancy doesn't think the young woman accused of the crime is guilty and corrals her neighbor Ted into searching for a vital piece of evidence and stumbles onto the identity of the real killer.",1939,,68,"['comedy', 'crime', 'family']",['US'],,tt0031709,6.6,1193.0,3.304,6.3
tm4086,One Body Too Many,MOVIE,"An insurance salesman, Albert Tuttle, is hired as a body guard for a millionaire.",1944,,75,"['thriller', 'comedy', 'horror']",['US'],,tt0037151,5.3,1227.0,1.386,5.2
tm129565,Sparrows,MOVIE,"Molly, the eldest child of a group of orphans being used as slaves on a farm hidden deep in a swamp, must rescue the others when their cruel master decides that one of them will be disposed of.",1926,,84,['drama'],['US'],,tt0017423,7.4,1334.0,2.143,7.3
tm4401,Hollow Triumph,MOVIE,"Pursued by the big-time gambler he robbed, John Muller assumes a new identity—with unfortunate results.",1950,,90,"['thriller', 'crime', 'drama']",['US'],,tt0040444,6.7,2764.0,3.899,6.5
tm90223,Dishonored Lady,MOVIE,"Art editor Madeleine Damian carries on numerous loveless affairs. After a failed relationship with advertiser Felix Courtland, the increasingly depressed Madeleine attempts suicide. When Jack Garet, her secretary and former lover, tries to blackmail her, Madeleine resigns and seeks a reclusive life. Neighbor David Cousins befriends Madeleine, but soon Courtland and Garet discover her whereabouts and disrupt her new life.",1947,,85,"['drama', 'crime']",['US'],,tt0039324,6.4,1384.0,1.995,5.6
tm66273,The Second Woman,MOVIE,"In flashback from a 'Rebecca'-style beginning: Ellen Foster, visiting her aunt on the California coast, meets neighbor Jeff Cohalan and his ultramodern clifftop house. Ellen is strongly attracted to Jeff, who's being plagued by unexplainable accidents, major and minor. Bad luck, persecution...or paranoia? Warned that Jeff could be dangerous, Ellen fears that he's in danger, as the menacing atmosphere darkens.",1950,,91,"['drama', 'romance']",['US'],,tt0044013,6.3,1209.0,3.21,5.7
tm90019,Topper Returns,MOVIE,"Topper is once again tormented by a fun-loving spirit. This time, it's Gail Richards, who was accidentally murdered while vacationing at the home of her wealthy friend, Ann Carrington (Landis), the intended victim. With Topper's help, Gail sets out to find her killer with the expected zany results.",1941,,88,"['romance', 'comedy', 'fantasy']",['US'],,tt0034303,6.8,3012.0,3.38,6.5
tm58781,Quicksand,MOVIE,"Young auto mechanic Dan Brady takes $20 from a cash register at work to go on a date with blonde femme fatale Vera Novak. Brady intends to put the money back before it is missed, but the garage's bookkeeper shows up earlier than scheduled. As Brady scrambles to cover evidence of his petty theft, he fast finds himself drawn into an ever worsening ""quicksand"" of crime.",1950,,79,"['romance', 'drama', 'crime']",['US'],,tt0042869,6.6,2368.0,3.571,6.1
tm4826,The Death Kiss,MOVIE,"When a movie actor is shot and killed during production, the true feelings about the actor begin to surface. As the studio heads worry about negative publicity, one of the writers tags along as the killing is investigated and clues begin to surface.",1932,,75,"['comedy', 'drama', 'romance', 'crime']",['US'],,tt0023935,6.0,1127.0,3.951,4.8
tm110938,The Ape Man,MOVIE,A scientist is turned into an ape man.,1943,G,64,"['horror', 'drama', 'scifi', 'thriller', 'action']",['US'],,tt0035640,4.4,1315.0,3.207,4.2
tm64321,The Amazing Quest of Ernest Bliss,MOVIE,A bored millionaire wagers his doctor that he can support himself at a working class job for year without touching his inheritance.,1936,,80,"['romance', 'drama', 'comedy']",['GB'],,tt0027286,6.2,1860.0,2.021,7.1
tm63937,The Great Rupert,MOVIE,"Shortly before Christmas, a family moves into an apartment where Rupert the squirrel lives in the attic rafters. Just as it seems that the holiday will come and go without so much as a Christmas tree, Rupert acts as the family's guardian angel - not only saving Christmas, but changing their lives forever.",1950,,88,"['comedy', 'family']",['US'],,tt0042524,6.5,1228.0,1.988,5.9
tm163415,They Made Me a Criminal,MOVIE,"A boxer flees, believing he has committed a murder while he was drunk.",1939,,92,"['drama', 'crime', 'sport']",['US'],,tt0032022,6.8,2300.0,3.074,6.3
tm101294,Midnight,MOVIE,"Jury foreman Edward Weldon's questioning leads to the death sentence for Ethel Saxon. His daughter Stella claims to have killed her lover, the gangster Garboni, just as Saxon was to sit in the electric chair.",1934,,76,"['crime', 'drama', 'romance']",['US'],,tt0025499,5.5,970.0,2.994,5.2
tm18496,The Great Flamarion,MOVIE,A beautiful but unscrupulous female performer manipulates all the men in her life in order to achieve her aims.,1945,,78,"['drama', 'romance', 'thriller']",['US'],,tt0037749,6.5,1228.0,2.737,6.2
tm222549,The Driftin' Kid,MOVIE,"In this western, the good-guy battles his bad-guy double and his band of outlaws to protect a purty gal's ranch.",1941,,57,"['western', 'action']",['US'],,tt0033559,6.0,33.0,0.6,
tm101627,The Return Of Chandu,MOVIE,"The cult of Ubasti, headquartered on the isle of Lemuria, believes that Princess Nadji of Egypt is a reincarnation of their long-dead goddess, Ossana, and intend to sacrifice her so that Ossana may be resurrected. Nadji has sought refuge at the California home of Frank Chandler, an American educated in the Ancient East and familiar with White Magic and thus calls himself ""Chandu"". Vindhyan, high priest of the cult's California base has learned of this, however, and works his Black Magic to gain control of Nadji. Chandu is able to rescue her but she is in a deep trance which he cannot penetrate, so attempts to move her to safety in the South Seas, unaware that the cult has a base there also and that Vindhyan has stowed aboard his chartered yacht.  One of two feature films edited from the same-title, same-year movie serial, this one is comprised of the first four chapters simply edited together.",1934,,60,"['fantasy', 'family', 'horror']",['US'],,tt0025713,5.9,359.0,0.6,
tm156395,Suicide Squad,MOVIE,"Larry Baker is a young fireman whose daring exploits have led him to receiving a lot of newspaper publicity which goes to his head. His sweetheart, Mary O'Connor, and fire-department friends begin to shun him as they think he is just a publicity hound. But a daring rescue of Mary and her younger brother, Mickey, from a blazing inferno shows him to be more than just a publicity-chaser and, now, a real hero to all.",1935,,56,"['romance', 'action', 'drama']",['US'],,tt0027057,4.2,127.0,1.469,8.3
tm110555,Stage Door Canteen,MOVIE,"A young soldier on a pass in New York City visits the famed Stage Door Canteen, where famous stars of the theater and films appear and host a recreational center for servicemen during the war. The soldier meets a pretty young hostess and they enjoy the many entertainers and a growing romance",1943,,132,"['comedy', 'war', 'romance']",['US'],,tt0036384,6.3,1671.0,3.045,6.2
tm73705,The Corpse Vanishes,MOVIE,"A scientist keeps his wife young by killing, stealing the bodies of, and taking the gland fluid from virgin brides. He's aided by an old hag, her two sons - a brutish moron, and a malicious dwarf - in his twisted crimes.  A woman reporter, investigating the mystery of the vanishing brides' bodies, accesses his home and discovers the horrid secrets held by the cavernous basement of his house.",1942,,64,"['scifi', 'horror']",['US'],,tt0034613,4.5,3174.0,4.166,4.1
tm76780,Black Dragons,MOVIE,"It is prior to the commencement of World War II, and Japan's fiendish Black Dragon Society is hatching an evil plot with the Nazis. They instruct a brilliant scientist, Dr. Melcher, to travel to Japan on a secret mission. There he operates on six Japanese conspirators, transforming them to resemble six American leaders. The actual leaders are murdered and replaced with their likeness.",1942,,64,"['horror', 'war', 'thriller']",['US'],,tt0034521,4.2,1129.0,2.061,5.5
tm87549,The Gang's All Here,MOVIE,"Two friends take jobs as truck drivers, unaware that the trucking company is being targeted by a gang of saboteurs who will stop at nothing, including murder, to stop them.",1941,,61,"['comedy', 'action']",['US'],,tt0033646,5.4,180.0,1.936,5.1
tm70023,Beyond Tomorrow,MOVIE,The ghosts of three elderly industrialists killed in an airplane crash return to Earth to help reunite a young couple whom they initially brought together.,1940,,84,"['fantasy', 'romance', 'drama']",['US'],,tt0032247,6.5,1847.0,2.241,6.0
tm2363,A Florida Enchantment,MOVIE,"A young woman discovers a seed that can make women act like men and men act like women. She decides to take one, then slips one to her maid and another to her fiancé. The fun begins.",1914,,63,"['fantasy', 'comedy']",['US'],,tt0003973,5.8,251.0,1.282,4.4
tm6305,The Babe Ruth Story,MOVIE,The baseball player (William Bendix) goes from wayward youth to Boston Red Sox pitcher to New York Yankees home-run hero.,1948,,106,"['drama', 'family', 'sport']",['US'],,tt0040142,5.2,1072.0,1.96,5.6
tm116534,Why We Fight: The Battle of Russia,MOVIE,"The fifth film of Frank Capra's Why We Fight propaganda film series, revealing the nature and process of the fight between the Soviet Union and Germany in the Second World War.",1943,,83,"['documentation', 'war', 'history']",['US'],,tt11091606,7.1,1459.0,2.549,7.0
tm7637,Bulldog Drummond,MOVIE,Hugh 'Bulldog' Drummond is a British WWI veteran who longs for some excitement after he returns to the humdrum existence of civilian life. He gets what he's looking for when a girl requests his help in freeing her uncle from a nursing home. She believes the home is just a front and that her uncle is really being held captive while the culprits try to extort his fortune from him.,1929,,90,"['thriller', 'crime', 'drama']",['US'],,tt0019735,6.3,1044.0,2.017,6.5
tm147347,The Eagle,MOVIE,"Vladimir Dubrouvsky, a lieutenant in the Russian army, catches the eye of Czarina Catherine II. He spurns her advances and flees, and she puts out a warrant for his arrest, dead or alive. Vladimir learns that his father's lands have been taken by the evil Kyrilla Troekouroff, and his father dies. He dons a black mask, and becomes the outlaw The Black Eagle. He enters the Troekouroff household disguised as a French instructor for Kyrilla's daughter Mascha. He is after vengeance, but instead falls in love with Mascha.",1925,,73,"['romance', 'drama', 'history', 'action', 'comedy', 'european']",['US'],,tt0015772,6.6,2012.0,3.318,6.5
tm86688,Whistle Stop,MOVIE,"When beautiful Mary returns to her ""whistle stop"" home town, long-standing feelings of animosity between two of her old boyfriends leads to robbery and murder.",1946,,85,"['drama', 'crime']",['US'],,tt0039101,5.5,1159.0,2.128,4.6
tm5668,Eyes of Texas,MOVIE,A ranch owner (Francis Ford) turns his place into a home for boys who have lost their fathers in World War II. His evil female lawyer (Nana Bryant) covets the ranch and works in cahoots with Ford's long-lost nephew and a pack of killer dogs to get it. U.S. Marshal Roy Rogers puts an end to her plans.,1948,G,70,['western'],['US'],,tt0040333,6.3,152.0,0.887,6.0
tm1521,'Neath the Arizona Skies,MOVIE,"Chris Morrell, the guardian of half-Indian girl Nina, is helping her find her missing white father. so she can cash in on her late mother's oil lease. Outlaw Sam Black is after the girl and her father as well. Besides dealing with the Black gang, Morrell has to find another robber, Jim Moore, who switches clothes with him after he finds Chris unconscious from a fight with Sam Black. Along the way, he meets a lady who's the sister of Jim Moore, another bad hombre who's in cahoots with Jim Moore, and an old friend who takes in Nina and helps Chris locate Nina's father and fight off the various desperadoes",1934,,52,"['western', 'romance', 'action']",['US'],,tt0024805,5.1,997.0,3.69,4.6
tm52591,Millie,MOVIE,"Millie Blake is very careful about picking her husband, but that is no guarantee that a marriage will turn out well, nor that she will.",1931,,85,"['drama', 'romance']",['US'],,tt0022149,6.2,717.0,2.21,6.3
tm82883,Target for Tonight,MOVIE,Footage of the actual planning and execution of a bombing raid on Germany.,1941,,48,"['documentation', 'war', 'drama']",['GB'],,tt0121791,6.3,352.0,0.61,6.0
tm66818,The Capture,MOVIE,A badly injured fugitive explains to a priest how he came to be in his present predicament.,1950,,91,"['drama', 'action', 'western', 'crime']",['US'],,tt0042313,5.9,536.0,2.01,5.5
tm348410,Attack in the Pacific,MOVIE,Part of a a video series that documents the fighting between the United States and Imperial Japan during and immediately after World War II.,1944,,52,"['war', 'documentation', 'history']",['US'],,tt0276783,6.5,62.0,0.6,
tm5079,Under California Stars,MOVIE,"When Roy and Trigger arrive at his ranch he finds Cookie has hired his relatives. Caroline, the only relative that doesn't have a strong resemblance to Cookie, is the horse trainer. Bob Tells Roy a gang of men are hunting range horses. Roy puts a stop to hunting on his land. Pop decides there's money in kidnapping Trigger and demands a $100,000 ransom. McFarland's stepson, Ted, and his dog Tramp, run away and is found hiding in Roy's barn. A trap is set to catch the kidnappers ranch.",1948,,70,"['western', 'action', 'music', 'comedy']",['US'],,tt0040915,5.6,320.0,1.228,5.1
tm110773,Report from the Aleutians,MOVIE,"A documentary propaganda film produced by the U.S. Army Signal Corps about the Aleutian Islands Campaign during World War II. The film opens with a map showing the strategic importance of the island, and the thrust of the 1942 Japanese offensive into Midway and Dutch Harbor. Nominated for the Academy Award for Best Documentary Feature.",1943,,47,"['documentation', 'history', 'war']",['US'],,tt11095582,6.4,631.0,1.287,6.0
tm2767,The Marriage Circle,MOVIE,"Professor Stock and his wife Mizzi are uhappily married. The professor, suspicious of his wife, hires a detective to spy on her in hopes of obtaining a divorce. Mizzi sets her sights on seducing Dr. Franz Braun, the new husband of her good friend Charlotte. Dr. Braun's colleague, Dr. Mueller, who has his eye on Charlotte, sees this as his opportunity. Through a misunderstanding, Charlotte thinks that her husband is interested in Miss Hofer, and asks Mizzi to keep him occupied... around and around the circle goes in Lubitsch's refined comedy of mistaken infidelity.",1924,,85,"['comedy', 'romance']",['US'],,tt0015119,7.1,1264.0,1.522,6.4
tm7057,Loaded Pistols,MOVIE,A singing cowboy clears a boy accused of murder by finding the real killer.,1948,,78,['western'],['US'],,tt0041793,5.9,139.0,1.466,4.0
tm165135,Scrooge,MOVIE,"Ebenezer Scrooge, the ultimate Victorian miser, hasn't a good word for Christmas, though his impoverished clerk Cratchit and nephew Fred are full of holiday spirit. In the night, Scrooge is visited by spirits of the past, present, and future.",1935,,78,"['drama', 'family', 'fantasy']",['GB'],,tt0026972,6.5,2271.0,2.061,6.1
tm69475,Hoosier Schoolboy,MOVIE,A schoolteacher comes to a new town and finds herself caught up in the town's problems and disputes.,1937,,62,['drama'],['US'],,tt0029019,5.6,180.0,0.893,6.0
tm82769,Invisible Ghost,MOVIE,"The town's leading citizen is a man victim of homicidal impulses beyond his control. He is being controlled by his wife who had left him for another man. She was involved in a car accident that has left her brain damaged and is kept in the basement, in secret, by Kessler's gardener.",1941,,63,"['thriller', 'crime', 'drama', 'horror']",['US'],,tt0033760,5.2,2188.0,3.565,5.4
tm73200,Li'l Abner,MOVIE,"Li'l Abner becomes convinced that he is going to die within twenty-four hours, so agrees to marry two different girls: Daisy Mae (who has chased him for years) and Wendy Wilecat (who rescued him from an angry mob). It is all settled at the Sadie Hawkins Day race.",1940,G,78,"['comedy', 'romance']",['US'],,tt0032703,4.9,457.0,3.424,8.5
tm112306,The Crystal Ball,MOVIE,A young woman pretends to be a fortune teller in order to find romance.,1943,,81,"['comedy', 'romance']",['US'],,tt0035771,6.5,719.0,1.67,5.8
